chr22	16096048	16096602	555	27	343	0.618	0.51
chr22	16096918	16097083	166	7	96	0.578	0.523
chr22	16097227	16097940	714	42	448	0.627	0.598
chr22	16122659	16123497	839	58	540	0.644	0.668
chr22	16155780	16157985	2206	197	1509	0.684	0.764
chr22	16192711	16193099	389	32	259	0.666	0.745
chr22	16200191	16202154	1964	98	1282	0.653	0.472
chr22	16216496	16218123	1628	90	1074	0.66	0.531
chr22	16227377	16227533	157	9	93	0.592	0.654
chr22	16228206	16228802	597	40	395	0.662	0.612
chr22	16255744	16256007	264	11	157	0.595	0.476
chr22	16287438	16288001	564	21	327	0.58	0.45
chr22	16288145	16288702	558	74	358	0.642	1.289
chr22	16365255	16365331	77	4	40	0.519	0.821
chr22	16374579	16374878	300	26	216	0.72	0.671
chr22	16404370	16404740	371	34	263	0.709	0.771
chr22	16405002	16405055	54	5	37	0.685	0.789
chr22	16414330	16414636	307	11	180	0.586	0.419
chr22	16415321	16415633	313	10	150	0.479	0.558
chr22	16423915	16424109	195	23	150	0.769	0.818
chr22	16466576	16467160	585	58	437	0.747	0.712
chr22	16467424	16468204	781	48	472	0.604	0.673
chr22	16867413	16868169	757	91	524	0.692	1.159
chr22	16871614	16871744	131	10	93	0.71	0.72
chr22	16884357	16884657	301	19	181	0.601	0.708
chr22	16904358	16904655	298	18	191	0.641	0.604
chr22	17001080	17002257	1178	116	821	0.697	0.826
chr22	17037705	17037918	214	10	98	0.458	0.895
chr22	17081987	17083343	1357	195	1062	0.783	0.939
chr22	17083489	17083597	109	17	80	0.734	1.22
chr22	17083727	17084235	509	29	263	0.517	0.873
chr22	17089876	17090082	207	16	140	0.676	0.708
chr22	17090420	17091225	806	87	573	0.711	0.855
chr22	17092994	17093119	126	6	71	0.563	0.601
chr22	17093585	17093770	186	9	97	0.522	0.849
chr22	17178520	17178779	260	22	165	0.635	0.846
chr22	17198699	17199059	361	21	221	0.612	0.633
chr22	17228792	17228931	140	10	82	0.586	0.845
chr22	17229087	17229680	594	41	380	0.64	0.676
chr22	17488317	17489315	999	66	660	0.661	0.615
chr22	17516977	17517218	242	20	176	0.727	0.625
chr22	17517329	17518466	1138	78	786	0.691	0.576
chr22	17564646	17564996	351	25	213	0.607	0.848
chr22	17565580	17566991	1412	154	1030	0.729	0.826
chr22	17589441	17590769	1329	98	907	0.682	0.634
chr22	17590927	17591073	147	6	74	0.503	0.644
chr22	17600598	17602863	2266	250	1670	0.737	0.822
chr22	17627300	17628810	1511	123	938	0.621	0.993
chr22	17639331	17640888	1558	159	1037	0.666	0.924
chr22	17652383	17652999	617	71	463	0.75	0.819
chr22	17679497	17679740	244	14	149	0.611	0.618
chr22	17694399	17694587	189	10	98	0.519	0.809
chr22	17849475	17850734	1260	109	849	0.674	0.763
chr22	17850883	17851019	137	8	66	0.482	1.006
chr22	17897733	17898237	505	35	337	0.667	0.624
chr22	18028111	18028270	160	9	96	0.6	0.648
chr22	18040510	18041175	666	51	463	0.695	0.634
chr22	18064052	18064178	127	10	83	0.654	0.743
chr22	18064545	18064732	188	11	120	0.638	0.574
chr22	18111200	18111662	463	34	286	0.618	0.771
chr22	18121127	18121939	813	70	515	0.633	0.859
chr22	18222011	18222545	535	28	356	0.665	0.473
chr22	18231441	18231607	167	19	122	0.731	0.893
chr22	18232698	18233138	441	25	293	0.664	0.514
chr22	18256647	18257378	732	92	577	0.788	0.811
chr22	18260010	18260453	444	20	244	0.55	0.599
chr22	18265299	18265461	163	8	89	0.546	0.697
chr22	18270837	18271051	215	11	119	0.553	0.67
chr22	18271272	18271493	222	11	115	0.518	0.755
chr22	18271696	18271969	274	18	172	0.628	0.68
chr22	18273055	18273390	336	18	207	0.616	0.565
chr22	18274050	18274159	110	9	72	0.655	0.764
chr22	18275783	18275923	141	13	93	0.66	0.856
chr22	18277967	18278231	265	9	140	0.528	0.488
chr22	18286562	18286857	296	12	153	0.517	0.607
chr22	18297601	18297794	194	13	121	0.624	0.8
chr22	18300072	18301247	1176	76	789	0.671	0.576
chr22	18306903	18307178	276	11	160	0.58	0.475
chr22	18309167	18310112	946	36	508	0.537	0.529
chr22	18310347	18310440	94	7	66	0.702	0.642
chr22	18324607	18324722	116	9	78	0.672	0.698
chr22	18325408	18325550	143	9	92	0.643	0.619
chr22	18354648	18355123	476	22	282	0.592	0.528
chr22	18357654	18357772	119	5	64	0.538	0.582
chr22	18358151	18358303	153	11	91	0.595	0.954
chr22	18362877	18363150	274	13	156	0.569	0.586
chr22	18483267	18484544	1278	141	909	0.711	0.874
chr22	18506463	18506897	435	33	286	0.657	0.709
chr22	18507047	18507713	667	58	449	0.673	0.773
chr22	18524281	18525137	857	60	588	0.686	0.599
chr22	18531216	18531505	290	27	176	0.607	1.041
chr22	18536200	18536497	298	32	227	0.762	0.74
chr22	18560434	18561411	978	86	628	0.642	0.854
chr22	18574895	18575187	293	13	173	0.59	0.51
chr22	18593153	18594198	1046	97	730	0.698	0.777
chr22	18620756	18620897	142	8	73	0.514	0.853
chr22	18632771	18632973	203	24	142	0.7	0.968
chr22	18638341	18638652	312	31	230	0.737	0.734
chr22	18639360	18639544	185	13	103	0.557	0.926
chr22	18640353	18640500	148	9	91	0.615	0.653
chr22	18667681	18668112	432	24	196	0.454	1.089
chr22	18668247	18669119	873	87	508	0.582	1.177
chr22	18702578	18702992	415	37	325	0.783	0.594
chr22	18703295	18703562	268	17	173	0.646	0.61
chr22	18704177	18704913	737	37	444	0.602	0.559
chr22	18705223	18705361	139	11	101	0.727	0.604
chr22	18705904	18706521	618	33	411	0.665	0.488
chr22	18736959	18738612	1654	128	835	0.505	1.215
chr22	18820976	18821281	306	36	218	0.712	0.945
chr22	18833840	18834073	234	27	149	0.637	1.141
chr22	18859465	18859866	402	25	186	0.463	1.165
chr22	18860014	18861145	1132	131	740	0.654	1.086
chr22	18887812	18888353	542	41	385	0.71	0.601
chr22	18893157	18894418	1262	122	864	0.685	0.829
chr22	18922832	18923209	378	14	216	0.571	0.465
chr22	18923451	18923873	423	61	329	0.778	0.956
chr22	18927196	18927280	85	10	49	0.576	1.431
chr22	18957724	18958722	999	120	767	0.768	0.816
chr22	18959051	18959195	145	11	92	0.634	0.777
chr22	18979741	18979849	109	11	74	0.679	0.908
chr22	18981694	18982044	351	19	227	0.647	0.519
chr22	18985583	18985701	119	12	64	0.538	1.407
chr22	19016854	19017843	990	140	772	0.78	0.933
